timestamp,processing_date,newsId,doc,section,section_name_list
2023-01-16,2025-07-22 00:15:05.568381,17395987-f079-4aba-bb80-1e7d0939c7bc,Corpo de mulher é encontrado no Rio Sacra Família em Paulo de Frontin,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8d8f7845-d5b4-4554-85f7-326f30cdfc2c,Laboratório de inteligência da Unicamp desenvolve ferramenta para desmascarar vídeos falsos entenda como funciona,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,e5339bdc-eda5-45b0-9c1b-6c61b30574d7,Homem morre em confronto ao tentar fugir de abordagem policial em MT,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,2cb67e7b-2696-4f10-a27a-218154c27753,Suplentes de deputado federal e vereador no Paraná estão entre presos por atos golpistas em Brasília,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,28542b6a-1c37-40d6-85d1-68cfa754310e,Mulher tem carro incendiado pelo marido ao dizer que sairia de casa em MT,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,5a79cc5d-15f5-4edb-8ef0-bbb5aa67a429,CAC e dono de clube de caça e tiro em SC Otto Vieira está na mira da PF por atos terroristas,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,58d5761b-f520-45e1-8e15-edda7e7ab62f,Sindicato dos motoristas de ônibus em BH suspende greve ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,901891b9-9bb6-490e-be95-0540990ddd4a,Professora da rede pública de Olinda é uma das bolsonaristas radicais presas em Brasília após atos terroristas,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,37cfd4ab-60ac-4c87-80c3-b84c0549110a,É FAKE que governo Lula aumentou auxílioreclusão para R 175418 valor maior que o salário mínimo,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,dee3a510-78d9-4336-9eb0-0cb483a41979,Vereadores de Ibiporã apresentam emenda para retirar proposta de 13º salário votações começam nesta terça,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8790d240-9061-47fb-bfc3-064ff022b4b0,Caminhão baú tomba na BR153 em Guaraí veja vídeo,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,e359a18d-052f-450b-a61f-072ce50fb341,Médico cubano morre após sofrer infarto em ônibus de viagem em Cuiabá,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,9331239a-3ab2-40a0-8b7f-1af7b40b4ca3,Cachorro caramelo é abandonado com focinho amarrado com câmara de bicicleta em Boa Vista,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,a51d0853-caca-428b-8f25-1218525bb191,Justiça decreta prisão de ginecologista acusado de abuso sexual contra pacientes no Maranhão,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,9672b0bc-edff-4928-886d-a5597052398b,Veja vídeos da chuva com rajadas de vento que atingiu o município de Salgueiro ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,14cfc9e0-c6db-4059-8a50-3eb5572e7a86,Caso Rafael após ser cancelado júri de mãe acusada de matar o filho recomeça nesta segunda em Planalto,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,fe202b15-2438-42b8-b419-8258d3185e72,Investigadores usam PIX para identificar financiadores de atos terroristas em Brasília,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,0b80ad9e-4f7f-448a-9412-b45e0348f4a0,Vigilante morre durante acidente no Garimpo Bom Futuro em Ariquemes RO,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,2aea16aa-63f7-4f06-ae17-f8f7f29458f5,Professores vão receber valor do precatório do Fundef na folha de pagamento de janeiro,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,22e1c52d-bd68-4a6e-a764-c9ceedab2e4c,VÍDEO dois homens rendem motociclista e roubam moto em rua de Paulista,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,649a055c-28f6-4b93-9b98-6e6d67a141c9,Confira locais e horários de atendimento da Justiça Itinerante em Campo Grande,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,5b44e594-9175-484b-9549-06abc39bec06,Crateús registra maior chuva das últimas horas no Ceará diz Funceme,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,95aa6fe1-0f86-4b7e-beb8-82181812d6ef,Tarciana Medeiros primeira mulher a presidir o Banco do Brasil em mais de 200 anos toma posse nesta segunda,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,78d8d675-0fd9-4f52-a131-58aae44c131e,Bahia recebe mais de 46 mil doses de CoronaVac e vacinação de crianças entre 3 e 4 anos será retomada em Salvador,1,"['covid19', 'contra', 'vacinação', 'covid', 'casos', 'vacina', 'crianças', 'nesta', 'saúde', 'onde']"
2023-01-16,2025-07-22 00:15:05.568381,e48eded2-ae30-432c-8dd1-ef25b61fbd2a,120 mulheres foram agredidas por dia em 2022 em Pernambuco diz SDS,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,510a8fe5-a937-429f-9d36-c6be324d9e70,Donos e funcionários de clube de tiros estão entre os mortos em explosão em Manaus,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,ceac94b0-e648-4e74-a2a6-df2ec89fcbaa,Vai na Fé estreia nesta segunda 16 e mostra a história de Sol uma vendedora de quentinhas em Madureira ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,4548fbb5-8925-4644-bfc8-88a056694566,Mulher de 22 anos é morta a tiros em Teresópolis no RJ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,12a177f3-3314-41bc-a18a-fdfe243f7350,Homem é linchado e preso após matar esposa a facadas em Altinho,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,1d167468-50ef-498e-8731-bf23ba659c4f,Embriaguez ao volante perturbação ao sossego e tentativa de homicídio são registrados em Santarém,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,f0eec686-13b9-49ed-b3e2-c5aaad50e0d2,Defesa Civil divulga alerta de chuvas intensas nas regiões de Sorocaba Itapetininga e Bauru ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8c8069f5-cae1-4bc1-8187-7740c89e7995,Rio Grande do Norte registrou 12664 casos de dengue em 2022 aponta boletim da Sesap,1,"['covid19', 'contra', 'vacinação', 'covid', 'casos', 'vacina', 'crianças', 'nesta', 'saúde', 'onde']"
2023-01-16,2025-07-22 00:15:05.568381,92508f57-7408-44ff-aa29-0210c2ca33a2,O Assunto 880 A defesa da democracia na prática ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,50a94988-81d3-4cac-b7d9-6e6d98e50b6e,Incêndio de grandes proporções atinge loja no interior de São Paulo ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,50947923-a995-47e1-8162-77ae93a80fa9,Funai revoga ato do governo Bolsonaro que liberou extração de madeira em terras indígenas,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,5b5f8f02-4ceb-493c-af49-bfbc36bc40a6,Preso segundo suspeito de participar de racha que matou idoso com deficiência no RS,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,e0248952-6898-4aa7-8e5d-4a24a89a204e,Capivara é encontrada assustada e com escoriações pelo corpo em pedras de praia de SC e mobiliza resgate,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,300a8c3d-89de-4df1-95b9-da53184337ed,Cachorro é atacado a golpes de terçado em bar de Salvaterra no Marajó,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,33023292-2ab4-42d5-9dc1-1feed6fab08e,Jovem denuncia secretário de Esportes por assédio sexual em Confins na Grande BH,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,2f15c866-f9f8-4f94-82dc-24bead214d3b,Justiça de SP marca para fevereiro a 1ª audiência do assassinato do campeão mundial de jiujítsu Leandro Lo,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8e2e0e72-a8f6-45e1-afef-678afad15e83,Polícia investiga desaparecimento de 8 pessoas da mesma família no DF 6 corpos foram encontrados em carros de envolvidos,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,b5434208-ad71-43cf-868d-8fece57db173,Prefeito de Santarém denuncia passageira de voo para Brasília após comentários ofensivos aos nortistas,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,5be34691-19ea-4f91-9658-e007e0fe68f8,Ipec 55 dos brasileiros acreditam que governo Lula será ótimo ou bom,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,3873b1e6-6011-4b33-ae26-93513dd284e0,Bombeiros resgatam corpo de homem que se afogou na represa de Três Marias,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c7075082-c206-4397-b4f1-84f5e5fabea3,À polícia anestesista colombiano diz que aguardava a melhor hora e aproveitava para esfregar seu pênis nas pacientes,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,acf955b2-f005-48f1-a047-a77cc4dcde89,TJMS publica concurso para juiz substituto com salário inicial de R 273 mil ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c8507112-c303-42e3-9d80-3bab41caecf7,MogiBertioga é interditada após acidente entre três carros,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c799dd68-fb9b-477b-8656-69097a5e52f7,Homem encontrado morto e queimado é identificado como agente da segurança pública de RO,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,055b4578-38de-4f85-8263-3ae30af03c08,Adriana Calcanhotto programa Horário de verão para promover o álbum Errante,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,b9e9c56a-a48b-44d8-9335-f4baee56fef9,Motorista que percorreu mais de 140 km e bateu em 18 veículos no Paraná pede perdão e diz que uso de drogas é doença crônica no mundo do caminhoneiro ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,bcfccc7e-796a-46cf-ae21-b0913732ac8a,Juiz de Fora terá microchipagem de cães e gatos de rua,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,aaaf4e1b-982d-4c69-bd50-cd818914119e,Educação Financeira 228 os principais erros ao procurar emprego na internet ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,ad6d4120-cd60-442b-9501-886b3786714a,Ricardo Coutinho pede na Justiça guarda do filho com exprimeira dama após atos em Brasília,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,1cb4c840-66bd-4d56-88f5-05af3c2fc0fc,Suspeito de envolvimento em sequestro é preso em Caruaru,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c9a9ab5e-895e-4f2b-97f5-c1dde7f86cf1,Homem é preso após agredir a companheira e três filhos no bairro Diamantino em Santarém ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,96e4e01b-2aab-4b10-8b4a-4998825c7122,Senai Bahia oferece 522 vagas gratuitas de cursos para aprendizagem industrial básica saiba como se inscrever,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,f15b3ed5-8c01-4cf1-97d4-b238478ea752,Prefeitura de Araras abre licitação para obras de revitalização de antigo teatro  ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,fa761785-faff-4965-9a8a-6d3525a20e33,PRF divulga fotos e vídeos de rachaduras fissuras e pontos de afundamento na BR459,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,f6d30140-0012-4c7c-bda5-2c199863ca49,Água turva dificulta buscas por mulher desaparecida após caminhonete ser arrastada,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8d7c4d56-30f7-46e5-a96d-71ca0727b78a,Defesa Civil alerta para risco de chuvas intensas na região,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,1970e134-de98-4fde-9583-d86d21fd65d2,Em Davos Marina e Haddad vão reposicionar o Brasil junto a investidores globais,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8c0e7365-50b0-4ba4-b16b-ae0a39c4aa89,Mulher é presa após sequestrar recémnascido na Bahia criança seria entregue a homem para ritual,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,2e9d3059-2c42-44fe-a92b-d313a2f67cfc,Estamos todos abalados diz filha de cabeleireira que desapareceu com família no DF,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,d2f03fef-73b3-464d-8b5e-fbf48dd2ce06,Advogado da família de empresário assassinado crê que PMs vão ser indiciados após reconstituição nesta segunda em Arapiraca,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,3295a9ce-2e99-453c-8ce0-4d32bd36ee6c,Vagas para estágio obrigatório na área da saúde são abertas em Nova Serrana veja como se cadastrar ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,e8df3837-82d2-4378-85eb-8ae66991ab29,"
Carnaval 2023 saiba quais são os adereços e fantasias que vão bombar neste ano FOTOS",0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,704b8c73-6325-4311-9b45-3e96783f6b3e,Mulher é encontrada morta com sete facadas pelo corpo polícia apura possível feminicídio,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,0a985066-50a2-4898-a867-5ecb6b55529f,Caruaru abre seleção com 400 vagas de estágio para Secretaria de Educação saiba como se candidatar,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,b933a4da-5eea-4054-b364-df1ef08e7a7c,Governo federal fez vista grossa para que o pior acontecesse diz Zema sobre atos terroristas,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,9ab06ef4-1d23-494d-a4d4-8248ccf91f4a,Operação Apolo investiga furtos que totalizaram prejuízos de mais de R 200 mil a empresas de energia solar em Pres Prudente,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,7e9f7a92-5f9b-42b0-8ab8-193666214f7e,Filho de secretário de segurança de Cerquilho é preso suspeito de tentar matar companheira e filha em Boituva,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,7cab0d6f-a185-472a-aac2-80d27a6edae9,Corpo de mulher é encontrado em estado de decomposição em casa na BA incêndio atingiu imóvel um dia após vítima ser achada,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,ac60e838-1737-4e36-a869-0c9b2bc563de,Programação do Carnaval da Paz 2023 de Campina Grande é divulgada confira,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,afa53eac-97c5-4894-b9c1-d3fdea5f073e,Motorista que atropelou pessoas na frente de pizzaria no Paraná se entrega à polícia Não se lembra de nada diz delegado,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c53fb2b7-544d-47c5-89ac-fbe6523fb9b1,Covid19 DF registra 367 novos casos e nenhuma morte,1,"['covid19', 'contra', 'vacinação', 'covid', 'casos', 'vacina', 'crianças', 'nesta', 'saúde', 'onde']"
2023-01-16,2025-07-22 00:15:05.568381,8f161244-93f7-4bfb-b9fc-8aa86c9e1406,Carro com quatro pessoas pega fogo e causa congestionamento na serra de Ubatuba SP,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c1d2799e-c663-4e0c-90c0-39421b02ff91,Entenda a cruzada de Netanyahu contra a Suprema Corte israelense,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,3a26db20-d0ca-4b0f-a96c-22c382c9952e,Mercado financeiro eleva para 539 estimativa de inflação em 2023,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,01e851ca-ab74-4212-898b-2a63ea85bf7f,Prefeitura de Londrina reabre período de matrículas para escolas municipais saiba como fazer,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,4679bdaa-ca30-4cf7-8c52-3341622167f2,OIT desaceleração econômica aumenta empregos de menor qualidade,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,77529d86-7bc1-4057-aa48-a712e42731b2,Bombeiros resgatam casal preso em cachoeira de Ibaté após chuva,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,53d162fb-069c-402a-b1b3-852fc975d000,Secretaria abre inscrição para seleção de agentes sociais Mais Infância bolsa de até R 18 mil,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c7a33afa-f571-4e4c-b87a-e346fed2cfad,Jogadora Formiga relembra casamento ao compartilhar álbum de fotos dia marcado em nossas vidas,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,ee1b201e-cb3f-479f-a594-7f54a084b774,Cooperativa abre vagas para trabalhar durante safra 20222023 em Paragominas confira,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,d1ac5de9-c626-4a85-ab7e-f6e1884d2ba6,Suspeito de matar idosa degolada em MT tinha ciúmes da vítima e não aceitava fim do relacionamento diz delegado,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,23d61500-509a-4a58-8ee2-7520abefc212,Empresa anuncia nova rota de voos de Belo Horizonte MG para Parnaíba PI  e Jericoacoara CE ,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,77d59828-516c-445b-9ece-a75d63574afb,Veja quem é o representante comercial de Santos que é investigado por financiar ato golpista em Brasília,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,be8c8d9b-300e-4ba9-a171-e0e42ebf1ad8,VÍDEO Jovens que viajavam na traseira de BRT caem com ônibus em movimento,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,537d0a38-0559-460a-aa0f-3fd53ad4f523,Laboratório de Paleontologia da Ufac recebe aporte de R 475 mil e busca restaurar acervo e estrutura para exibição de fósseis,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,e60c9957-371d-4847-a23c-ad267546de26,Traficante é preso transportando 65kg de cocaína de São Paulo para Fortaleza,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,5b7af699-9af6-43f6-b88e-bb1d54f37579,Cinco pessoas são resgatadas após serem arrastadas por onda em praia de Maricá RJ VÍDEO,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,8fb2f11f-13d4-4173-887e-d8c10b8249e1,Casa Civil informa que viagem de Lula para relançar programa Minha Casa Minha Vida foi adiada,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,20b9567a-9c1f-487c-8171-6fc6ad825c22,Idoso de 94 anos é assassinado a tiros dentro de casa no Piauí alvo seria o neto diz polícia,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,a70e1221-b057-4d21-97ac-0f68dcc0436a,Anderson Torres segue preso após passar por audiência de custódia e recebe visita do advogado,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,2cf474ac-4ab6-48c2-8388-ab0159be9c99,Filhote de peixeboi é resgatado após encalhar em praia do Litoral Sul do Rio Grande do Norte,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
2023-01-16,2025-07-22 00:15:05.568381,c40a3824-3bae-4471-a161-eb54e9aff48e,Menina de 7 anos morre ao ser atropelada por caminhão enquanto passeava de bicicleta em MS,0,"['após', 'diz', 'homem', 'polícia', 'preso', 'mulher', 'morre', 'carro', 'brasília', 'vagas']"
